ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,refId_default,sfxVariationId,weight,basicPrice,sellValue,behaviorId,replaceItemId,sortId,appearanceReplaceItemId,yesNoDialogMessageId,useEnableSpEffectType,potGroupId,pad,iconId,modelId,shopLv,compTrophySedId,trophySeqId,maxNum,consumeHeroPoint,overDexterity,goodsType,refCategory,spEffectCategory,quickMatchUseRestriction,goodsUseAnim,opmeMenuType,useLimitCategory,replaceCategory,reserve4,enable_live,enable_gray,enable_friendly,enable_hostile,enable_multi,disable_offline,isEquip,isConsume,isAutoEquip,isEstablishment,isOnlyOne,isDiscard,isDeposit,isDisableHand,isRemoveItem_forGameClear,isSuppleItem,isFullSuppleItem,isEnhance,isFixItem,disableMultiDropShare,disableUseAtColiseum,disableUseAtOutOfColiseum,isEnableFastUseItem,isApplySpecialEffect,syncNumVaryId,refId_1,refVirtualWepId,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,castSfxId,fireSfxId,effectSfxId,enable_ActiveBigRune,isBonfireWarpItem,enable_Ladder,isUseMultiPlayPreparation,canMultiUse,isShieldEnchant,isWarpProhibited,isUseMultiPenaltyOnly,suppleType,autoReplenishType,isDrop,showLogCondType,isSummonHorse,showDialogCondType,isSleepCollectionItem,enableRiding,disableRiding,maxRepositoryNum,sortGroupId,isUseNoAttackRegion,unknown_0x73_1,quickMatchReplenish,pad1,saleValue,rarity,useLimitSummonBuddy,useLimitSpEffectType,aiUseJudgeId,consumeMP,consumeHP,reinforceGoodsId,reinforceMaterialId,reinforcePrice,useLevel_vowType0,useLevel_vowType1,useLevel_vowType2,useLevel_vowType3,useLevel_vowType4,useLevel_vowType5,useLevel_vowType6,useLevel_vowType7,useLevel_vowType8,useLevel_vowType9,useLevel_vowType10,useLevel_vowType11,useLevel_vowType12,useLevel_vowType13,useLevel_vowType14,useLevel_vowType15,useLevel,reserve5,itemGetTutorialFlagId,reserve3,Caption
1730,廓尔喀弯刀,1,0,[0|0|0],10173000,17,0,0,10,0,-1,4040,-1,-1,0,-1,0,84,0,-1,-1,-1,30,0,50,0,1,0,0,2,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,173000,-1,-1,-1,300080,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,50,0,0,0,0,0,0,0,0,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],偏大型的投掷用小刀。\n弯曲的刀身相当锋利。\n\n能射向敌人给予伤害，累积出血量表。\n\n无法快速投掷的重型投掷武器，\n能给予敌人较大的伤害。
1740,结晶飞刀,1,0,[0|0|0],10174000,17,0,0,20,0,-1,4020,-1,-1,0,-1,0,85,0,-1,-1,-1,40,0,50,0,1,0,0,17,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,174000,-1,-1,-1,300060,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,50,0,0,1,0,0,0,0,0,10000001,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],切割纯度较低的结晶制成的投掷用武器。\n能够制作的其中一项道具。\n\n能消耗专注值射向敌人，给予魔力属性伤害。\n\n据说魔像技师曾使用过类似的结晶道具。
1750,扇形暗器,1,0,[0|0|0],10175000,17,0,0,20,0,-1,4050,-1,-1,0,-1,0,622,0,-1,-1,-1,40,0,50,0,1,0,0,17,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,175000,-1,-1,-1,300090,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,50,0,0,0,0,0,0,0,0,10000001,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],将５把刀绑成一束的投掷用武器。\n自比猛禽的杀手常用的暗器。\n\n能将小刀以扇形射向敌人，给予伤害。\n\n每一把刀个别能造成的伤害不高，\n但因为攻击范围大，适合用在牵制敌人。
1760,遗迹石,0,0,[0|0|0],10176000,-1,0,0,10,0,-1,4060,-1,-1,0,-1,0,523,0,-1,-1,-1,999,0,50,0,1,5,0,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,176000,-1,-1,-1,302140,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,999,50,0,0,0,0,0,0,0,0,10000002,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],在天降遗迹的地区发现的小碎片。\n用于制作道具的其中一项材料，\n也能直接丢出。\n\n据说是空中神殿的一部分，\n具有容易附着光芒的特性。
1830,爆炸石,1,0,[0|0|0],10183000,17,0,0,50,0,-1,4090,-1,-1,0,-1,0,702,0,-1,-1,-1,20,0,50,0,1,5,0,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,183000,-1,-1,-1,300600,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,50,0,0,0,0,0,0,0,0,10000002,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],内部有火苗熏烧的小石头。\n\n能丢向敌人，引发爆炸给予火属性伤害。\n\n挖石矿工们用来炸开岩盘的道具。\n制作方法早已失传。
1831,爆炸石块,1,0,[0|0|0],10183100,17,0,0,50,0,-1,4100,-1,-1,0,-1,0,703,0,-1,-1,-1,20,0,50,0,1,5,0,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,183100,-1,-1,-1,300650,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,50,0,0,0,0,0,0,0,0,10000002,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],多个内部有火苗熏烧的小石头，\n合而为一的石块。\n\n能将石块丢向敌人，\n引发爆炸给予火属性伤害。\n\n挖石矿工们用来炸开岩盘的道具。\n制作方法早已失传。
1840,毒石,1,0,[0|0|0],10184000,17,0,0,50,0,-1,4070,-1,-1,0,-1,0,704,0,-1,-1,-1,20,0,50,0,1,5,0,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,184000,-1,-1,-1,300610,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,50,0,0,0,0,0,0,0,0,10000002,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],内部注满毒素的小石头。\n\n能丢向敌人，累积中毒量表。\n\n挖石矿工们用来驱除害虫的道具。\n制作方法早已失传。
1841,毒石块,1,0,[0|0|0],10184100,17,0,0,50,0,-1,4080,-1,-1,0,-1,0,705,0,-1,-1,-1,20,0,50,0,1,5,0,3,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,184100,-1,-1,-1,300660,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,50,0,0,0,0,0,0,0,0,10000002,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],多个内部注满毒素的小石头，\n合而为一的石块。\n\n能将石块丢向敌人，累积中毒量表。\n\n挖石矿工们用来驱除害虫的道具。\n制作方法早已失传。
2020,虹彩石,0,0,[0|0|0],130,-1,0,0,10,0,-1,7030,-1,-1,0,-1,0,90,0,-1,-1,-1,99,0,50,0,1,5,0,7,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,302020,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,80,1,0,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],用遗迹石简单加工后的成品。\n能够制作的其中一项道具。\n\n放置后能发出七色中任一颜色，成为发光路标。\n\n此外，也能用在推测距离地面的高度。\n丢下之后如果听到尖锐的声音，\n代表跳下去必死无疑。\n\n在交界地的边境区域，是孩子们的玩具。
2030,照明石,0,0,[0|0|0],10203000,-1,0,0,10,0,-1,7040,-1,-1,0,-1,0,91,0,-1,-1,-1,99,0,50,0,1,5,0,7,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,302030,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,80,1,0,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],用遗迹石加工后的成品，\n会发出比虹彩石更强烈的光芒。\n能够制作的其中一项道具。\n\n放置后能散发光芒，照亮四周。\n但一定时间后效果会消失，颜色也不再多彩。\n\n效果虽短暂，在黑夜或身在暗处时善加利用吧。
2040,望远镜,0,0,[0|0|0],3240,41,0,0,-1,0,-1,7100,-1,-1,0,-1,0,92,0,-1,-1,-1,1,0,50,0,2,0,0,4,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302050,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],卡利亚王室的观星道具。\n此为被拆除、流到外头的部分零件。\n\n能够清楚看见远方的景色。\n\n在黄金树时代，卡利亚的观星术没落──\n因为存在于夜空的命运，已经受黄金律法束缚。
2050,拟态赐福,1,0,[0|0|0],10205000,-1,0,0,10,0,-1,7070,-1,-1,0,-1,0,572,0,-1,-1,-1,99,0,50,0,1,5,0,7,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,302710,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,80,1,0,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],仿造赐福指引的诅咒物。\n能够制作的其中一项道具。\n\n和赐福一样能发出光芒引路，\n但那光芒没有规律可言。\n\n此为迷途者最后的救命稻草──\n说不定那没有规律的指引，\n反而会歪打正着，引导自己找到正路。
2070,携带照明灯,1,0,[0|0|0],3245,41,0,0,-1,0,-1,7090,-1,-1,0,-1,0,93,0,-1,-1,-1,1,0,50,0,2,0,0,27,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3246,-1,-1,-1,-1,302050,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],挂在腰上，能照亮四周的携带型照明灯。\n\n使用后能点亮灯，再使用一次能熄灯。\n\n照明范围比火把还要小，\n但具有不必用手拿的优点。
2080,亵渎兽爪,1,0,[0|0|0],10208000,98,0,0,-1,0,-1,5100,-1,-1,0,-1,0,94,0,-1,-1,-1,1,0,50,0,1,0,0,62,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,600,60,0,0,0,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],嵌上死亡卢恩碎片的石片。\n\n能拨开黑剑的力量。\n\n在阴谋之夜，拉卡德司法官以谢礼的名义，\n从菈妮手中收下此物。\n打算在往后的亵渎时刻，挑战命定之死的黑兽──\n“黑剑”玛利喀斯时，作为杀手锏使用。
2090,死根,1,0,[0|0|0],-1,98,0,0,-1,0,-1,204300,-1,-1,0,-1,0,557,0,-1,-1,-1,99,0,50,1,0,0,0,0,0,0,0,[0|0],1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,600,50,1,0,0,0,0,2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],催生出死诞者的起源。\n\n在东方尽头的野兽神殿里，\n其中的野兽祭司在收集、吞噬此物。\n\n在阴谋之夜，当被偷走的死亡卢恩\n促成半神最初的死亡之后，便化为死根，\n透过地底的大树根，在交界地各处萌生。
2100,柔软棉花,1,0,[0|0|0],10210000,-1,0,0,10,0,-1,7050,-1,-1,0,-1,0,591,0,-1,-1,-1,99,0,50,0,1,5,0,66,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,302211,302210,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,80,1,0,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],用特殊方式，让罗亚果实爆裂开来的产物。\n柔软又坚韧的棉絮块。\n能够制作的其中一项道具。\n\n能粘在脚底，暂时降低落下损伤、落地声响，\n以及脚步声的声响。\n\n如果要硬着头皮往下跳，\n不如试试看飘然落地吧。
2120,肥皂,1,0,[0|0|0],502120,-1,0,0,10,0,-1,7060,-1,-1,0,-1,0,592,0,-1,-1,-1,99,0,50,0,2,0,0,5,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,300640,-1,-1,1,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,600,80,1,0,1,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],用蘑菇漫出的汁液制成的植物性肥皂。\n能够制作的其中一项道具。\n\n在浑身沾上某物时，能去除全身的脏污。\n也能些微减轻中毒量表的累积。\n\n满身脏污不洗，迟早连心也会变得污浊。
2130,星星泪滴,1,0,[0|0|0],-1,-1,0,0,100,0,-1,204340,-1,-1,0,-1,0,624,0,-1,-1,-1,99,0,50,1,0,0,0,0,0,0,0,[0|0],1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,50,1,0,0,0,0,2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],在永恒之城取得的秘密泪滴。\n别名为“黑夜泪滴”。\n\n能在结缘教堂用于赎罪，\n所有的敌对状态会一笔勾消。\n\n在过去，夜空里的星星掌管着命运，\n此为流传下来的历史遗物。
2140,玛尔基特的囚具,0,0,[0|0|0],10214000,-1,0,0,-1,0,-1,5080,-1,-1,0,-1,0,597,0,-1,-1,-1,1,0,50,0,1,0,0,64,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,600,60,0,0,0,0,0,2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],带有黄金魔力的诅咒物。\n在蒙受诅咒的多位恶兆之子中，\n用于其中一位须严加管束的人物身上。\n\n如今仍有些微束缚用的魔力。\n用在曾被囚禁的玛尔基特身上，\n应该能将他暂时压制在地。
2150,蒙格的囚具,1,0,[0|0|0],10215000,-1,0,0,-1,0,-1,5090,-1,-1,0,-1,0,598,0,-1,-1,-1,1,0,50,0,1,0,0,64,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,600,60,0,0,0,0,0,2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],带有黄金魔力的诅咒物。\n在蒙受诅咒的多位恶兆之子中，\n用于其中一位须严加管束的人物身上。\n\n如今仍有些微束缚用的魔力。\n用在曾被囚禁的蒙格身上，\n应该能将他暂时压制在地。
2160,纯血骑士勋章,1,0,[0|0|0],502161,-1,0,0,-1,0,-1,8000,-1,10010840,0,-1,0,625,0,-1,-1,-1,1,0,50,0,2,0,0,40,1,0,0,[0|0],1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,302200,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,600,90,1,0,0,0,0,2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],鲜血君王准备开创的新王朝“蒙格温”，\n其中具有荣誉作为的骑士，拥有的证明。\n\n使用后能觐见蒙格，但现在时机未到。\n\n蒙格仍在与神共度良宵。\n静待王朝开创之时到来吧。
2190,米凯拉的针,1,0,[0|0|0],502190,-1,0,0,-1,0,-1,8010,-1,10010830,468,-1,0,630,0,-1,-1,-1,1,0,50,0,2,0,0,43,1,0,0,[0|0],1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302190,302191,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,600,90,1,0,0,0,0,3,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],为了驱退外在神祇的干涉，\n米凯拉精心制作的其中一根纯净金针。\n\n受赐癫火后，能用此物镇定癫火，\n逃离成为癫火之王的命运。\n\n然而此针是未完成的物品，\n要使用此物，只能前往法姆·亚兹拉，\n据说位在该地的时空夹缝、风暴中心使用。
2200,唤声泥颅“你好”,1,0,[0|0|0],10220000,-1,0,0,-1,0,-1,7110,-1,-1,0,-1,0,95,0,-1,-1,-1,1,0,50,0,1,5,0,31,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302500,302501,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],仿造人头的歪扭泥土艺品。\n能发出“你好”的声音。\n\n此为将声音、话语寄情于永恒，\n充满乡愁的诅咒物。
2201,唤声泥颅“谢谢”,1,0,[0|0|0],10220100,-1,0,0,-1,0,-1,7120,-1,-1,0,-1,0,96,0,-1,-1,-1,1,0,50,0,1,5,0,31,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302510,302511,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],仿造人头的歪扭泥土艺品。\n能发出“谢谢”的声音。\n\n此为将声音、话语寄情于永恒，\n充满乡愁的诅咒物。
2202,唤声泥颅“对不起”,1,0,[0|0|0],10220200,-1,0,0,-1,0,-1,7130,-1,-1,0,-1,0,97,0,-1,-1,-1,1,0,50,0,1,5,0,31,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302520,302521,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],仿造人头的歪扭泥土艺品。\n能发出“对不起”的声音。\n\n此为将声音、话语寄情于永恒，\n充满乡愁的诅咒物。
2203,唤声泥颅“太棒了！”,1,0,[0|0|0],10220300,-1,0,0,-1,0,-1,7140,-1,-1,0,-1,0,98,0,-1,-1,-1,1,0,50,0,1,5,0,31,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302530,302531,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],仿造人头的歪扭泥土艺品。\n能发出“太棒了！”的声音。\n\n此为将声音、话语寄情于永恒，\n充满乡愁的诅咒物。
2204,唤声泥颅“救命啊……”,1,0,[0|0|0],10220400,-1,0,0,-1,0,-1,7150,-1,-1,0,-1,0,99,0,-1,-1,-1,1,0,50,0,1,5,0,31,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302540,302541,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],仿造人头的歪扭泥土艺品。\n能发出“救命啊……”的声音。\n\n此为将声音、话语寄情于永恒，\n充满乡愁的诅咒物。
2205,唤声泥颅“我爱你”,1,0,[0|0|0],10220500,-1,0,0,-1,0,-1,7160,-1,-1,0,-1,0,100,0,-1,-1,-1,1,0,50,0,1,5,0,31,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302550,302551,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],仿造人头的歪扭泥土艺品。\n能发出“我爱你”的声音。\n\n此为将声音、话语寄情于永恒，\n充满乡愁的诅咒物。\n\n而其中，表现爱意的话语最容易生变。
2206,唤声泥颅“我们开始吧”,1,0,[0|0|0],10220600,-1,0,0,-1,0,-1,7170,-1,-1,0,-1,0,101,0,-1,-1,-1,1,0,50,0,1,5,0,31,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302560,302561,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],仿造人头的歪扭泥土艺品。\n能发出“我们开始吧”的声音。\n\n此为将声音、话语寄情于永恒，\n充满乡愁的诅咒物。
2207,唤声泥颅“你长得很好看”,1,0,[0|0|0],9690,-1,0,0,-1,0,-1,7180,-1,-1,0,-1,0,631,0,-1,-1,-1,1,0,50,0,2,5,0,31,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,302570,302571,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,600,80,1,0,0,0,0,2,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],仿造亚人头的歪扭泥土艺品。\n能发出“你长得很好看”的声音。\n\n此为将声音、话语寄情于永恒，\n充满乡愁的诅咒物。\n\n不求回报的爱、无条件地肯定──\n这一定是来自母亲的话语。
2900,黄金卢恩【１】,0,0,[0|0|0],3269,60,0,0,200,0,-1,9010,-1,-1,0,-1,0,143,0,-1,-1,-1,99,0,50,0,2,0,0,9,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,304000,304001,304002,1,0,1,1,1,0,0,0,0,1,1,1,0,2,0,1,0,600,100,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],蕴藏在交界地居民身上的赐福，\n所残存下来的黄金余韵。\n\n使用后能获得２００卢恩。\n\n卢恩能成为褪色者的力量──\n前提是需要指头女巫的协助……
2901,黄金卢恩【２】,0,0,[0|0|0],3270,60,0,0,400,0,-1,9020,-1,-1,0,-1,0,144,0,-1,-1,-1,99,0,50,0,2,0,0,9,0,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,304010,304011,304012,1,0,1,1,1,0,0,0,0,1,1,1,0,2,0,1,0,600,100,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],0,[0|0|0|0|0|0|0|0],蕴藏在交界地居民身上的赐福，\n所残存下来的黄金余韵。\n\n使用后能获得４００卢恩。\n\n卢恩能成为褪色者的力量──\n前提是需要指头女巫的协助……
