ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,refId,sfxVariationId,weight,behaviorId,basicPrice,sellValue,sortId,qwcId,equipModelId,iconId,shopLv,trophySGradeId,trophySeqId,equipModelCategory,equipModelGender,accessoryCategory,refCategory,spEffectCategory,sortGroupId,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,isDeposit,isEquipOutBrake,disableMultiDropShare,isDiscard,isDrop,showLogCondType,showDialogCondType,rarity,pad2,saleValue,accessoryGroup,pad3,compTrophySedId,residentSpEffectId1,residentSpEffectId2,residentSpEffectId3,residentSpEffectId4,pad1,Caption
2180,钩爪护符,1,0,[0|0|0],321800,-1,0.7,0,0,500,402070,0,0,18800,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2180,0,-1,0,0,0,0,[0|0|0|0],以钩爪与杀手的形象制成的护符。\n能强化跳跃攻击。\n\n鸦山的杀手以暗杀为业，\n他们会模仿死之猛禽，攻击盯上的猎物。
2190,咆哮链坠,1,0,[0|0|0],321900,-1,0.7,0,0,500,404000,0,0,18810,-1,-1,-1,0,0,0,2,0,50,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2190,0,-1,321901,0,0,0,[0|0|0|0],以嘶吼巨人的形象制成的青铜链坠。\n能强化咆哮与吐息。\n\n在远古时代，巨人是黄金树的宿敌。\n据说巨人轰然的咆哮能破坏自然──\n譬如引发雪崩，或召来火焰暴风雨。
2200,曲剑护符,0,0,[0|0|0],322000,-1,0.7,0,0,500,402010,0,0,18820,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2200,0,-1,0,0,0,0,[0|0|0|0],以曲剑与剑士的形象制成的护符。\n能强化防御反击。\n\n那体现险中求胜的杰出剑术，\n据说是在过去，盲眼剑士领悟的技术。
2210,友好壶,1,0,[0|0|0],322100,-1,0.6,0,0,500,404010,0,0,18830,-1,-1,-1,0,0,0,2,0,50,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2210,0,-1,20383000,0,0,0,[0|0|0|0],壶群送给朋友的护符。\n能提升投掷壶类道具的威力。\n\n壶群以人类血肉作为生命泉源，\n但本性却十分地善良。\n也可能那份善良，就是他们诞生的理由。
2220,调香师护符,1,0,[0|0|0],322200,-1,0.6,0,0,500,404020,0,0,18840,-1,-1,-1,0,0,0,2,0,50,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,2220,0,-1,0,0,0,0,[0|0|0|0],参考调香瓶的模样制成的护符。\n能提升调香术的威力。\n\n调香师有着只有他们才知道的花园。\n可能位在高原的边缘，或是隐藏的洞窟内，\n那里百花齐放，只为芬芳。
3000,魔法师球护符,1,0,[0|0|0],330000,-1,0.7,0,0,1000,403000,0,0,18410,-1,-1,-1,0,0,0,2,0,40,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,3000,0,-1,0,0,0,0,[0|0|0|0],学院的恶梦──人称魔法师球，\n以其形象制成的护符。\n\n能提升魔法的威力。\n\n在辉石魔法之中，有个名为“起源”的禁忌。\n将魔法师聚集成球，化成星星种子──\n对起源派的人而言，这是一种探索的手段。
3001,魔法师块护符,1,0,[0|0|0],330010,-1,1,0,0,2000,403010,0,0,18411,-1,-1,-1,0,0,0,2,0,40,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,3001,0,-1,0,0,0,0,[0|0|0|0],学院的恶梦──人称魔法师球，\n以其中最先出现的魔法师球形象制成的护符。\n\n能大幅提升魔法的威力。\n\n在辉石魔法之中，有个名为“起源”的禁忌。\n将魔法师聚集成球，化成星星种子──\n对起源派的人而言，这是一种探索的手段。
3040,信徒的立誓布,1,0,[0|0|0],330400,-1,0.7,0,0,1000,403020,0,0,18440,-1,-1,-1,0,0,0,2,0,40,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,3040,0,-1,0,0,0,0,[0|0|0|0],描绘面具人像的布条。\n能提升祷告的威力。\n\n人像是参考信徒绘制而成，\n坚信无形的事物，并献上祈祷──\n那副模样，连孤独的创教者也能受到鼓舞。\n\n所谓的信仰，可能就等于肯定。
3050,群聚信徒的立誓布,1,0,[0|0|0],330500,-1,1,0,0,2000,403030,0,0,18450,-1,-1,-1,0,0,0,2,0,40,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,3050,0,-1,0,0,0,0,[0|0|0|0],描绘大量面具人像的布条。\n能大幅提升祷告的威力。\n\n人像是参考信徒绘制而成，\n坚信无形的事物，并献上祈祷──\n那副模样，连孤独的创教者也能受到鼓舞。\n\n所谓的信仰，可能就等于肯定。
3060,古王护符,1,0,[0|0|0],330600,-1,0.5,0,0,1000,403060,0,0,18460,-1,-1,-1,0,0,0,2,0,40,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,3060,0,17,0,0,0,0,[0|0|0|0],参考古王的形象制成的护符。\n据说古王坐镇时空夹缝、风暴中心。\n“传说中的护符”之一。\n\n能延长魔法、祷告的有效时间。\n\n据说古王的城──法姆·亚兹拉，\n在许久以前就逐渐步入崩毁。
3070,拉达冈的肖像,1,0,[0|0|0],330700,-1,0.7,0,0,1000,403070,0,0,18470,-1,-1,-1,0,0,0,2,0,40,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,3070,0,17,0,0,0,0,[0|0|0|0],以“艾尔登之王”拉达冈的形象制成的护符。\n“传说中的护符”之一。\n\n能缩短魔法、祷告的咏唱时间。\n\n据说“红发”拉达冈\n身为卡利亚的蕾娜菈的丈夫时，学习魔法；\n身为玛莉卡女王的丈夫时，学习祷告──\n英雄的目标，是成为完美存在。
3080,源辉石刀,1,0,[0|0|0],330800,-1,0.6,0,0,2000,403040,0,0,18480,-1,-1,-1,0,0,0,2,0,40,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,3080,0,-1,0,0,0,0,[0|0|0|0],染血的古老辉石刀。\n\n能减少使用魔法、祷告消耗的专注值，\n但减少血量上限。\n\n古老的魔法师为了将源辉石化成自己的灵魂，\n会用这把刀划开心脏，接着步入死亡。
3090,葛孚雷的肖像,1,0,[0|0|0],330900,-1,0.8,0,0,1000,404060,0,0,18860,-1,-1,-1,0,0,0,2,0,50,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,3090,0,17,0,0,0,0,[0|0|0|0],以“艾尔登之王”葛孚雷的形象制成的护符。\n“传说中的护符”之一。\n\n能强化魔法、祷告、战技的蓄力使用。\n\n葛孚雷是勇猛的战士──\n然而在他立誓为王的那一刻起，\n为了抑制心中沸腾不止的战意，\n他背起了“宰相野兽”瑟洛修。
4000,龙徽盾护符,1,0,[0|0|0],340000,-1,0.8,0,0,100,401000,0,0,18490,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4000,0,-1,0,0,0,0,[0|0|0|0],有着古龙浮雕的熟铁制护符。\n能提升物理减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4001,龙徽盾护符＋１,1,0,[0|0|0],340010,-1,0.8,0,0,500,401010,0,0,18491,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4000,0,-1,0,0,0,0,[0|0|0|0],有着两只古龙浮雕的熟铁制护符。\n能大幅提升物理减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4002,龙徽盾护符＋２,1,0,[0|0|0],340020,-1,0.8,0,0,1000,401020,0,0,18492,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4000,0,-1,0,0,0,0,[0|0|0|0],有着三只古龙浮雕的熟铁制护符。\n能更大幅提升物理减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4003,龙徽大盾护符,1,0,[0|0|0],340030,-1,0.8,0,0,2000,401030,0,0,18493,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,4000,0,17,0,0,0,0,[0|0|0|0],有着巨大古龙浮雕的熟铁制护符。\n“传说中的护符”之一。\n\n能极大幅提升物理减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4010,魔力龙徽护符,1,0,[0|0|0],340100,-1,0.6,0,0,100,401040,0,0,18500,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4010,0,-1,0,0,0,0,[0|0|0|0],绘有蓝色古龙图案的护符。\n能提升魔力属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4011,魔力龙徽护符＋１,1,0,[0|0|0],340110,-1,0.6,0,0,500,401050,0,0,18501,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4010,0,-1,0,0,0,0,[0|0|0|0],绘有两只蓝色古龙图案的护符。\n能大幅提升魔力属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4012,魔力龙徽护符＋２,1,0,[0|0|0],340120,-1,0.6,0,0,1000,401060,0,0,18502,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4010,0,-1,0,0,0,0,[0|0|0|0],绘有三只蓝色古龙图案的护符。\n能更大幅提升魔力属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4020,火龙徽护符,1,0,[0|0|0],340200,-1,0.6,0,0,100,401070,0,0,18510,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4020,0,-1,0,0,0,0,[0|0|0|0],绘有红色古龙图案的护符。\n能提升火属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4021,火龙徽护符＋１,1,0,[0|0|0],340210,-1,0.6,0,0,500,401080,0,0,18511,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4020,0,-1,0,0,0,0,[0|0|0|0],绘有两只红色古龙图案的护符。\n能大幅提升火属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4022,火龙徽护符＋２,1,0,[0|0|0],340220,-1,0.6,0,0,1000,401090,0,0,18512,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4020,0,-1,0,0,0,0,[0|0|0|0],绘有三只红色古龙图案的护符。\n能更大幅提升火属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4030,雷龙徽护符,1,0,[0|0|0],340300,-1,0.6,0,0,100,401100,0,0,18520,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4030,0,-1,0,0,0,0,[0|0|0|0],绘有黄色古龙图案的护符。\n能提升雷属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4031,雷龙徽护符＋１,1,0,[0|0|0],340310,-1,0.6,0,0,500,401110,0,0,18521,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4030,0,-1,0,0,0,0,[0|0|0|0],绘有两只黄色古龙图案的护符。\n能大幅提升雷属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4032,雷龙徽护符＋２,1,0,[0|0|0],340320,-1,0.6,0,0,1000,401120,0,0,18522,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4030,0,-1,0,0,0,0,[0|0|0|0],绘有三只黄色古龙图案的护符。\n能更大幅提升雷属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4040,圣龙徽护符,1,0,[0|0|0],340400,-1,0.6,0,0,100,401130,0,0,18530,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4040,0,-1,0,0,0,0,[0|0|0|0],绘有黄金古龙图案的护符。\n能提升圣属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4041,圣龙徽护符＋１,1,0,[0|0|0],340410,-1,0.6,0,0,500,401140,0,0,18531,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4040,0,-1,0,0,0,0,[0|0|0|0],绘有两只黄金古龙图案的护符。\n能大幅提升圣属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4042,圣龙徽护符＋２,1,0,[0|0|0],340420,-1,0.6,0,0,1000,401150,0,0,18532,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4040,0,-1,0,0,0,0,[0|0|0|0],绘有三只黄金古龙图案的护符。\n能更大幅提升圣属性减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4050,珍珠龙徽护符,1,0,[0|0|0],340500,-1,0.9,0,0,100,401160,0,0,18540,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4050,0,-1,0,0,0,0,[0|0|0|0],绘有珍珠色古龙图案的护符。\n能提升物理以外的减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4051,珍珠龙徽护符＋１,1,0,[0|0|0],340510,-1,0.9,0,0,500,401170,0,0,18541,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4050,0,-1,0,0,0,0,[0|0|0|0],绘有两只珍珠色古龙图案的护符。\n能大幅提升物理以外的减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4052,珍珠龙徽护符＋２,1,0,[0|0|0],340520,-1,0.9,0,0,1000,401180,0,0,18542,-1,-1,-1,0,0,0,2,0,20,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4050,0,-1,0,0,0,0,[0|0|0|0],绘有三只珍珠色古龙图案的护符。\n能更大幅提升物理以外的减伤率。\n\n在黄金树尚未出现的史前时代，\n据说古龙是那时代的主宰，\n也是保护王的铜墙铁壁。\n因此龙的图案被视为各种庇佑的象征。
4060,熔炉鳞护符,1,0,[0|0|0],340600,-1,1.1,0,0,500,405060,0,0,18550,-1,-1,-1,0,0,0,2,0,60,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4060,0,-1,0,0,0,0,[0|0|0|0],在远古时代，据说会长在人体上，\n揉合生物百相的鳞片所制成的护符。\n\n能减少致命一击造成的损伤。\n\n此为生命之始的熔炉残存的痕迹，\n也是局部性的隔代遗传，在古代具有神圣意义。\n然而在文明发展后，被视为玷污的象征。
4070,熔炉羽护符,1,0,[0|0|0],340700,-1,0.8,0,0,1000,405070,0,0,18560,-1,-1,-1,0,0,0,2,0,60,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4070,0,-1,0,0,0,0,[0|0|0|0],在远古时代，据说会长在人体上，\n揉合生物百相的羽毛所制成的护符。\n\n能强化翻滚的闪避能力，\n但会增加受到的损伤。\n\n此为生命之始的熔炉残存的痕迹，\n也是局部性的隔代遗传，在古代具有神圣意义。\n然而在文明发展后，被视为玷污的象征。
4080,蓝羽七刃剑,1,0,[0|0|0],340800,-1,1.1,0,0,500,406010,0,0,18570,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4080,0,-1,0,0,0,0,[0|0|0|0],源自古代死亡仪式的护符。\n蓝色羽毛的护符，在血量偏低时，\n能提升防御力。\n\n与死亡比邻时，情绪会为之高昂──\n那拚命求生的模样，\n会加深死亡的奉献价值。
4090,献斗盾护符,1,0,[0|0|0],340900,-1,0.9,0,0,500,406030,0,0,18580,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4090,0,-1,0,0,0,0,[0|0|0|0],过去献给黄金树的战斗仪式──\n参考用于仪式中的盾制成的护符。\n\n血量全满时，能提升防御力。\n\n战斗仪式在王夫拉达冈的时代受到废除，\n散布各处的竞技场是遗留下来的产物。
4100,大盾护符,1,0,[0|0|0],341000,-1,0.9,0,0,500,402080,0,0,18590,-1,-1,-1,0,0,0,2,0,30,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4100,0,-1,0,0,0,0,[0|0|0|0],以大盾与骑士的形象制成的护符。\n能提升防御强度。\n\n在过去，王城罗德尔的骑士们\n将大树守卫的准则奉为圭臬：\n要善尽守护职责，\n该先举起的不是剑，是盾。
4110,熔炉瘤护符,1,0,[0|0|0],341100,-1,0.5,0,0,500,405080,0,0,18600,-1,-1,-1,0,0,0,2,0,60,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,4110,0,-1,0,0,0,0,[0|0|0|0],在远古时代，据说会长在人体上，\n揉合生物百相的瘤所制成的护符。\n\n能减少头部射击造成的损伤与冲击。\n\n此为生命之始的熔炉残存的痕迹，\n也是局部性的隔代遗传，在古代具有神圣意义。\n然而在文明发展后，被视为玷污的象征。
5000,红种子护符,1,0,[0|0|0],350000,-1,0.8,0,0,1000,400030,0,0,18610,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,5000,0,-1,0,0,0,0,[0|0|0|0],参考黄金树种子的模样制成的红色护符。\n能提升红露滴圣杯瓶的恢复量。\n\n过去的黄金树曾是永恒与完美，\n也因此，种子不曾出现。
5010,蓝种子护符,1,0,[0|0|0],350100,-1,0.8,0,0,1000,400080,0,0,18620,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,5010,0,-1,0,0,0,0,[0|0|0|0],参考黄金树种子的模样制成的蓝色护符。\n能提升蓝露滴圣杯瓶的恢复量。\n\n过去的黄金树曾是永恒与完美，\n也因此，种子不曾出现。
5020,恩惠露滴护符,1,0,[0|0|0],350200,-1,0.6,0,0,1000,400040,0,0,18630,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,5020,0,-1,0,0,0,0,[0|0|0|0],承接黄金树的恩惠──\n参考承接露滴的模样制成的护符。\n\n能缓慢恢复血量。\n\n据说在过去，恩惠露滴源源不绝──\n那是转眼即逝的丰饶时代，\n黄金树因此成为了信仰。
5030,掠夺浮雕坠饰,1,0,[0|0|0],350300,-1,1,0,0,1000,406120,0,0,18640,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,5030,0,-1,0,0,0,0,[0|0|0|0],火山官邸之主，拉卡德司法官──\n雕着他面容严肃的肖像护符。\n\n打倒敌人时，能恢复血量。\n\n当拉卡德发誓犯下叛律的亵渎之举，\n所有的掠夺行为都受到肯定──\n与神祇的作法如出一辙。
5040,神皮襁褓,1,0,[0|0|0],350400,-1,0.9,0,0,1000,406090,0,0,18650,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,5040,0,-1,0,0,0,0,[0|0|0|0],以平滑的皮肤拼制缝成的\n神皮使徒们的圣布。\n\n连续攻击时，能恢复血量。\n\n刚诞生的使徒会用此物包裹，\n再交给有着宵色眼眸的女王拥抱──\n让使徒们长成神祇的死亡。
5050,染红凶刀,1,0,[0|0|0],350500,-1,0.8,0,0,1500,406040,0,0,18660,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,5050,0,-1,0,0,0,0,[0|0|0|0],形状蜿蜒，染上红色的凶刀。\n使出致命一击能恢复血量。\n\n带来半神初始死亡的黑刀，\n在阴谋之夜舞动，反射阵阵光芒──\n据说此为参考黑刀的形象制成。
5060,染蓝凶刀,1,0,[0|0|0],350600,-1,0.8,0,0,1500,406050,0,0,18670,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,5060,0,-1,0,0,0,0,[0|0|0|0],形状蜿蜒，染上蓝色的凶刀。\n使出致命一击能恢复专注值。\n\n带来半神初始死亡的黑刀，\n在阴谋之夜舞动，反射阵阵光芒──\n据说此为参考黑刀的形象制成。
6000,克雷普的小瓶子,1,0,[0|0|0],360000,-1,0.7,0,0,500,407000,0,0,18680,-1,-1,-1,0,0,0,2,0,80,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,6000,0,-1,0,0,0,0,[0|0|0|0],封着暗雾的神秘小瓶子。\n\n能完全去除自己发出的声响。\n\n据说是圆桌厅堂的刺客使用的诅咒器具。\n在过去，背离引导的褪色者，\n在一片寂静的时刻最为心慌。
6010,隐身面纱,1,0,[0|0|0],360100,-1,0.9,0,0,500,407010,0,0,18690,-1,-1,-1,0,0,0,2,0,80,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,6010,0,-1,0,0,0,0,[0|0|0|0],表面具有光泽的暗色布卷成的护符。\n\n远离敌人后，蹲下能完全隐藏自己的身影。\n\n此为过去的黑刀刺客们，\n在阴谋之夜时用于隐藏身影的部分面纱。
6020,卡利亚徽章,1,0,[0|0|0],360200,-1,0.8,0,0,1000,404030,0,0,18700,-1,-1,-1,0,0,0,2,0,50,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,6020,0,-1,0,0,0,0,[0|0|0|0],在盾面有着王室徽章的护符。\n\n能减少使用战技消耗的专注值。\n\n据说在过去的卡利亚骑士之中，\n只有直接侍奉公主的人会受赐此徽章。\n目前的公主只有一位──\n蕾娜菈的女儿，菈妮。
6040,长尾猫别针,1,0,[0|0|0],360400,-1,0.6,0,0,500,407020,0,0,18720,-1,-1,-1,0,0,0,2,0,80,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,6040,0,-1,0,0,0,0,[0|0|0|0],以长尾猫拉桂玛的形象制成的别针。\n\n从高处落下时，能完全不受到损伤。\n但是无法避免过高落下时，造成的死亡。\n\n据说那是雷亚卢卡利亚的童话故事中\n出现的妖精猫，会在大钟楼上玩耍。
6050,夏玻利利之祸,1,0,[0|0|0],360500,-1,0.6,0,0,500,407050,0,0,18730,-1,-1,-1,0,0,0,2,0,80,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,6050,0,-1,0,0,0,0,[0|0|0|0],双眼被压碎的疯狂肖像。\n肖像若有似无的微笑带有一丝谄媚。\n\n将变得容易受敌人攻击。\n\n名为夏玻利利的男人，因为进谗言，\n蒙受被众人压碎双眼的惩罚。\n据说后来，他的眼窝寄宿了癫火病。
6060,狄蒂卡之祸,1,0,[0|0|0],360600,-1,0.8,0,0,500,407060,0,0,18740,-1,-1,-1,0,0,0,2,0,80,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,6060,0,-1,0,0,0,0,[0|0|0|0],皮肤剥落的疯狂肖像。\n肖像若有似无的微笑带有一丝慈爱。\n\n将增加受到的损伤。\n\n名为狄蒂卡的女人，\n做出诸多道德瑕疵之举。\n据说因此产下了无数异形之子。
6070,牺牲细枝,1,0,[0|0|0],360700,-1,1,0,0,1000,407070,0,0,18750,-1,-1,-1,0,0,0,2,0,80,-1,-1,-1,1,0,0,1,1,1,2,1,[0|0],0,6070,0,-1,0,0,0,0,[0|0|0|0],细到仿佛一折即断的枯枝护符。\n\n死亡时不会掉落卢恩，\n但作为代价，此护符会消失。\n\n据说是黄金树的一部份，\n在远古时代修剪时留下的树枝。
6080,勾指伪装镜,1,0,[0|0|0],360800,-1,0.7,0,0,1000,407030,0,0,18760,-1,-1,-1,0,0,0,2,0,80,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,6080,0,-1,0,0,0,0,[0|0|0|0],映照出金色模糊人影的小镜子。\n\n能变得像是勾指主人。\n\n为了欺骗入侵者所制作的\n其中一种褪色者的诅咒器具。
6090,主人伪装镜,1,0,[0|0|0],360900,-1,0.7,0,0,1000,407040,0,0,18770,-1,-1,-1,0,0,0,2,0,80,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,6080,0,-1,0,0,0,0,[0|0|0|0],映照出肉身模糊人影的小镜子。\n\n能变得像是受召唤而来的协助者。\n\n为了欺骗入侵者所制作的\n其中一种褪色者的诅咒器具。
6100,[ERROR]纠缠脐带,1,0,[0|0|0],361000,-1,0.5,0,0,1000,999999,0,0,18780,-1,-1,-1,0,0,0,2,0,255,-1,-1,-1,1,0,0,1,0,1,2,2,[0|0],0,6100,0,-1,0,0,0,0,[0|0|0|0],歪扭成奇怪模样的神秘圆环。\n自己的举止会产生变化。
6110,祖灵角,1,0,[0|0|0],361100,-1,1.2,0,0,500,406130,0,0,18880,-1,-1,-1,0,0,0,2,0,70,-1,-1,-1,1,0,0,1,1,1,2,3,[0|0],0,6110,0,-1,0,0,0,0,[0|0|0|0],切下祖灵之王的角而成的物品。\n\n打倒敌人时，能恢复专注值。\n\n祖灵之王倒下，几株嫩芽\n以祂的角为温床，盛开发光──\n此为从死亡萌发生命，\n也是从死亡获得力量。
7000,红琥珀链坠＋３,0,0,[0|0|0],20370000,-1,0.6,0,0,2000,400025,0,0,18900,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1000,0,-1,0,0,0,0,[0|0|0|0],镶有红色琥珀的链坠。\n能最大幅提升血量的上限。\n\n琥珀为黄金树的古老露滴，\n在“初始艾尔登之王”葛孚雷的时代\n被视为特殊的宝石。\n\n据说葛德文的禁卫骑士们──\n杰出的黄金骑士，受赐的琥珀最为大颗。
7010,蓝琥珀链坠＋３,0,0,[0|0|0],20370100,-1,0.6,0,0,2000,400075,0,0,18901,-1,-1,-1,0,0,0,2,0,10,-1,-1,-1,1,0,0,1,1,1,2,2,[0|0],0,1010,0,-1,0,0,0,0,[0|0|0|0],镶有蓝色琥珀的链坠。\n能最大幅提升专注值的上限。\n\n琥珀为黄金树的古老露滴，\n在“初始艾尔登之王”葛孚雷的时代\n被视为特殊的宝石。\n\n据说葛德文的禁卫骑士们──\n杰出的黄金骑士，受赐的琥珀最为大颗。
